序号|股票代码|股票简称|现价|涨跌幅(%)|所属行业|最新流通市值(元)|所属概念|概念个数
318|600143|金发科技|17.15|0.65|塑料|45187264512|碳中和;5G概念;锂电池;创投概念;光伏;碳纤维;充电桩;特斯拉;智能机器;固态电池;无人机;口罩防护;人形机器;氢能源;低空经济;新能源车;降解塑料;PEEK材料;合成生物;商业航天;储能;新材料|22
319|600150|中国船舶|41.76|1.46|航海装备|314269925376|DeepSeek;军民融合;中特估;商业航天;海洋经济;航运概念;通达信88;国防军工;高端装备;风电;一带一路|11
320|600151|航天机电|14.51|4.61|光伏设备|20811001856|国防军工;光伏;上海自贸;新能源车;热管理;军民融合;绿色电力|7
321|600153|建发股份|9.51|0.96|物流|27574611968|DeepSeek;新型城镇;小米汽车;新能源车;物业管理;海峡西岸;光伏;白酒概念;一带一路|9
322|600157|永泰能源|1.77|-1.12|电力|38617444352|临界发电;赛马概念;物联网;核电核能;光伏;页岩气;海南自贸;钒电池;储能;绿色电力|10
323|600160|巨化股份|36.63|-0.52|化学制品|98891702272|锂电池;风电;氟概念;数据中心;绿色电力;液冷服务;PVDF概念;工业气体|8
324|600161|天坛生物|14.26|-1.31|生物制品|28197316608|基因概念;肝炎概念|2
325|600166|福田汽车|3.53|-4.59|商用车|27948423168|氢能源;新能源车;电池回收;百度概念;无人驾驶;锂电池;智能交通;固态电池;车联网;DeepSeek;地摊经济;华为汽车;燃料电池;大数据;智慧城市;冷链物流|16
326|600170|上海建工|2.7|1.12|房屋建设|23992039424|数据中心;绿色电力;数字孪生;碳中和;黄金概念;核电核能;水利建设;光伏;上海自贸;一带一路;智能机器;雄安新区;PPP概念;DeepSeek;人工智能;新型城镇;乡村振兴;BIPV概念;地下管网;低空经济;装配建筑;物业管理|22
327|600171|上海贝岭|28.7|1.66|半导体|20346097664|无线耳机;CPO概念;低空经济;芯片;智能电网;物联网;锂电池;充电桩;三代半导;MCU芯片;EDA概念;智能家居;汽车芯片;汽车电子;存储芯片|15
328|600176|中国巨石|34.5|-3.36|玻璃玻纤|138108223488|PEEK材料;PCB概念;光伏;风电;一带一路;新材料;DeepSeek;中特估|8
329|600177|雅戈尔|7.69|1.99|服装家纺|35554267136|新零售;互联金融;婴童概念;养老概念;工业大麻|5
330|600183|生益科技|76.51|-1.91|元器件|183203332096|CPO概念;新能源车;先进封装;商业航天;芯片;PCB概念;MiniLED;毫米雷达;汽车电子;5G概念;石墨烯|11
331|600188|兖矿能源|22.85|-1.38|煤炭开采|136216887296|含H股;风电;绿色电力|3
332|600196|复星医药|24.89|-1.54|化学制药|52729184256|医美概念;DeepSeek;家庭医生;仿制药;基因概念;免疫治疗;含H股;生物疫苗;民营医院;智能机器;创新药;AI智能体;减肥药;CXO概念;辅助生殖;AI医疗;智能医疗|17
333|600206|有研新材|27.37|2.01|半导体|23170166784|5G概念;国防军工;稀土永磁;OLED概念;光通信;存储芯片;新材料;先进封装;芯片|9
334|600208|衢州发展|4.55|9.9|房地产开发|38711291904|数据确权;知识产权;NFT概念;区块链;大数据;乡村振兴;元宇宙;Web3概念;芯片;黄金概念;创投概念;互联金融|12
335|600219|南山铝业|5.37|-0.74|工业金属|61667475456|新能源车;商业航天;国防军工;锂电池;一带一路;智能机器;大飞机|7
336|600221|海航控股|1.51|4.86|航空机场|64696729600|雄安新区;含B股;海南自贸|3
337|600233|圆通速递|21.5|-2.01|物流|73588203520|阿里概念;跨境电商;通达信88|3
338|600236|桂冠电力|10.09|0.8|电力|79533195264|绿色电力;风电|2
339|600246|万通发展|11.28|10.05|房地产开发|21323853824|雄安新区;存储芯片;商业航天;芯片;物业管理;5G概念;国防军工;创投概念;卫星导航;毫米雷达|10
340|600256|广汇能源|6.75|1.66|石油化工|43146018816|氢能源;天然气;碳中和;光伏;页岩气;一带一路;绿色电力|7
341|600259|中稀有色|92.01|-1.77|稀有金属|30316347392|稀缺资源;稀土永磁;海南自贸;新材料|4
342|600276|恒瑞医药|53.88|-2.02|化学制药|343700668416|仿制药;绿色电力;免疫治疗;通达信88;含H股;创投概念;光伏;创新药;减肥药;辅助生殖;AI医疗|11
343|600282|南钢股份|5.39|-0.55|普钢|33229842432|工业互联;商业航天;核电核能;创投概念;可燃冰;一带一路;智能机器;C2M概念;人工智能;数据要素|10
344|600295|鄂尔多斯|15.67|1.75|冶钢原料|30957279232|含B股;创投概念;光伏|3
345|600298|安琪酵母|37.6|-2.16|调味品|32228855808|工业大麻;NMN概念;合成生物;人造肉;维生素|5
346|600299|安迪苏|13.29|-7.06|化学制品|35642466304|维生素;DeepSeek|2
347|600309|万华化学|89.54|-0.9|化学制品|280302452736|通达信88;锂电池;光伏;碳纤维;聚氨酯;绿色电力;绿色建筑;新材料;AIGC概念;POE胶膜;低空经济;降解塑料;磷概念|13
348|600312|平高电气|21.96|-0.5|电网设备|29797988352|数字孪生;智能电网;核电核能;高端装备;风电;充电桩;一带一路;智能机器;工业互联;储能;DeepSeek;特高压|12
349|600316|洪都航空|36.61|2.01|航空装备|26253563904|国防军工;高端装备;乡村振兴;低空经济;大飞机;无人机;军民融合;军贸概念|8
350|600323|瀚蓝环境|32.01|-1.42|环境治理|26099261440|智慧城市;绿色电力;垃圾分类;氢能源;天然气;粤港澳;通达信88;创投概念;节能环保;生物质能|10
351|600329|达仁堂|40.6|1.6|中药|23023828992|基因概念;养老概念;智能医疗|3
352|600330|天通股份|27.89|8.69|专用设备|34400485376|乡村振兴;新能源车;MicroLED;先进封装;商业航天;芯片;储能;PCB概念;量子科技;汽车电子;OLED概念;光通信;AI眼镜;数据中心;三代半导;新材料;毫米雷达;5G概念;国防军工;锂电池;稀土永磁;创投概念;卫星导航;光伏;高端装备;充电桩;智能穿戴;特斯拉|28
353|600331|宏达股份|18.14|-1.09|农用化工|36860477440|稀缺资源;磷概念;化肥概念|3
354|600332|白云山|22.65|-0.96|中药|31843428352|创新药;阿里概念;含H股;生物疫苗;白酒概念;仿制药|6
355|600338|西藏珠峰|27.58|-0.11|工业金属|25213919232|盐湖提锂;锂矿;免税概念;锂电池;一带一路|5
356|600339|中油工程|4.07|0.25|油服工程|22723411968|碳中和;一带一路;氢能源;地下管网;储能;天然气;雄安新区;可控核变;中特估;中俄贸易|10
357|600343|航天动力|34.52|3.79|通用设备|22030884864|军民融合;氢能源;商业航天;大飞机;国防军工;水利建设;节能环保;高端装备|8
358|600346|恒力石化|22.09|-0.59|石油化工|155493711872|新材料;复合铜箔;降解塑料;锂电池|4
359|600348|华阳股份|10.45|0.87|煤炭开采|37698375680|稀缺资源;光伏;碳纤维;风电;氢能源;钠电池;储能;临界发电|8
360|600350|山东高速|10.7|-0.37|公路铁路|51729907712|光伏;一带一路;智慧城市;绿色电力|4
361|600352|浙江龙盛|13.12|-1.2|化学制品|42683715584|分散染料;抖音概念;人工智能;创投概念|4
362|600362|江西铜业|45.46|-1.98|工业金属|94340743168|黄金概念;含H股;锂电池;一带一路|4
363|600363|联创光电|48|-6.8|其他电子|21642641408|国防军工;核电核能;光伏;超导概念;无人机;可控核变;OLED概念;虚拟现实;低空经济;新能源车;商业航天;折叠屏|12
364|600369|西南证券|4.24|0.47|证券|28175261696||0
365|600372|中航机载|13|0.08|航空装备|62905655296|无人机;军民融合;军贸概念;低空经济;新能源车;飞行汽车;商业航天;芯片;大飞机;军工信息;国防军工;卫星导航|12
366|600377|宁沪高速|12.3|0.65|公路铁路|46766854144|含H股|1
367|600378|昊华科技|36.4|2.05|化学制品|39041380352|碳中和;国防军工;锂电池;可燃冰;页岩气;固态电池;口罩防护;燃料电池;氟概念;大飞机;液冷服务;氢能源;工业气体;新能源车;商业航天;芯片|16
368|600388|龙净环保|18.62|-1.48|环保设备|23648264192|海峡西岸;光伏;节能环保;风电;智能机器;氢能源;钠电池;储能;绿色电力;新材料|10
369|600390|五矿资本|5.24|0|多元金融|23569862656|乡村振兴;创投概念|2
370|600392|盛和资源|26.03|-0.61|稀有金属|45626077184|稀土永磁;苹果概念|2
371|600398|海澜之家|6.61|2.32|服装家纺|31746312192|新零售;婴童概念;体育概念;腾讯概念;赛马概念;阿里概念|6
372|600406|国电南瑞|25.97|-2.44|电网设备|207972335616|氢能源;换电概念;芯片;储能;虚拟电厂;通达信88;智能电网;核电核能;水利建设;光伏;充电桩;一带一路;PPP概念;量子科技;车联网;特高压;数据中心;雅江水电|18
373|600410|华胜天成|21.92|-2.62|云服务|24035164160|数据中心;东数西算;时空数据;跨境电商;抖音概念;冷链物流;AIGC概念;数据要素;物联网;创投概念;云计算;一带一路;信息安全;无线耳机;元宇宙;AI智能体;工业互联;阿里概念;芯片;百度概念;智慧城市;智慧政务;算力租赁;DeepSeek;人工智能;腾讯概念;信创;国产软件;区块链;大数据|30
374|600415|小商品城|13.25|-1.85|商业物业经营|72657166336|DeepSeek;地摊经济;IP经济;人工智能;数字货币;中特估;通达信88;光伏;新零售;一带一路;数据中心;绿色电力;中俄贸易;跨境电商;数据要素;网红经济;免税概念;跨境支付;阿里概念|19
375|600418|江淮汽车|47.34|-1.66|商用车|103391019008|车联网;DeepSeek;地摊经济;华为汽车;换电概念;低空经济;新能源车;工业互联;飞行汽车;百度概念;无人驾驶;冷链物流|12
376|600426|华鲁恒升|38.5|-1.76|化学原料|81731911680|聚氨酯;化肥概念|2
377|600428|中远海特|8.56|-0.23|航运港口|20931645440|一带一路;DeepSeek;粤港澳;航运概念|4
378|600435|北方导航|14.45|1.83|地面兵装|21853569024|无人机;军民融合;国防军工;卫星导航;高端装备;军工信息|6
379|600436|片仔癀|143.55|3.04|中药|86606184448|肝炎概念;海峡西岸;通达信88;创新药|4
380|600438|通威股份|17.37|0.23|光伏设备|78199578624|乡村振兴;预制菜;HJT电池;芯片;储能;TOPCon;钙钛矿;BC电池;含可转债;光伏|10
381|600460|士兰微|28.9|3.81|半导体|48091676672|消费电子;汽车芯片;汽车电子;OLED概念;MiniLED;三代半导;MCU芯片;小米概念;新能源车;先进封装;芯片;储能;光伏;风电;智能穿戴|15
382|600482|中国动力|38.57|-3.26|航海装备|87486267392|雄安新区;固态电池;DeepSeek;军民融合;燃料电池;氢能源;新能源车;钠电池;储能;国防军工;锂电池;核电核能;光伏;风电;石墨烯;数据中心;核污防治|17
383|600483|福能股份|10.01|1.52|电力|27829178368|绿色电力;口罩防护;海峡西岸;含可转债;核电核能;光伏;风电|7
384|600486|扬农化工|72.34|-2.27|农用化工|29224542208|草甘膦;乡村振兴;虫害防治|3
385|600487|亨通光电|65.7|-2.49|通信设备|160648396800|量子科技;DeepSeek;6G概念;特高压;光通信;小米汽车;人形机器;大数据;数据中心;液冷服务;智能电网;物联网;5G概念;水利建设;创投概念;风电;一带一路;信息安全;智能机器;CPO概念;新能源车;工业互联;芯片;海洋经济;无人驾驶;智慧城市|26
386|600489|中金黄金|25.96|-0.42|贵金属|125836222464|黄金概念;稀缺资源|2
387|600497|驰宏锌锗|8.98|-0.99|工业金属|45262614528|光通信;黄金概念;稀缺资源;新材料|4
388|600498|烽火通信|46.68|-9.36|通信设备|59359293440|数据中心;东数西算;液冷服务;MCU芯片;数据要素;华为算力;汽车芯片;智慧政务;DeepSeek;6G概念;人工智能;特高压;国资云;光通信;大数据;CPO概念;AI智能体;商业航天;芯片;智能医疗;智慧城市;高铁;5G概念;国防军工;卫星导航;云计算;一带一路;信息安全|28
389|600499|科达制造|19.25|-3.99|专用设备|36918734848|锂电池;高端装备;充电桩;一带一路;智能机器;新型工业;含GDR;含GDR;BIPV概念;盐湖提锂;锂矿;储能|12
390|600515|海南机场|3.61|1.69|航空机场|33125404672|低空经济;免税概念;物业管理;跨境电商;海南自贸;土地流转|6
391|600516|方大炭素|5.66|2.17|冶钢原料|22786992128|锂电池;核电核能;碳纤维;石墨烯;新材料;钠电池;固态电池;口罩防护;可控核变;人工智能;含GDR;含GDR|12
392|600517|国网英大|5.92|-7.79|多元金融|33853140992|特高压;碳中和;智能电网;物联网;节能环保;钒电池;储能|7
393|600518|康美药业|1.71|-1.16|中药|23636224000|AI医疗;智能医疗;粤港澳;维生素;民营医院|5
394|600519|贵州茅台|1384.79|-1.17|酿酒|1734131318784|通达信88;白酒概念|2
395|600521|华海药业|16.29|1.81|化学制药|24390240256|创新药;合成生物;含可转债;仿制药;免疫治疗|5
396|600522|中天科技|33.12|-3.38|通信设备|113036894208|数据中心;航运概念;绿色电力;东数西算;钙钛矿;液冷服务;超级电容;PVDF概念;数据要素;碳中和;智能电网;5G概念;锂电池;核电核能;光伏;云计算;风电;石墨烯;一带一路;智能机器;氢能源;BIPV概念;CPO概念;低空经济;新能源车;工业互联;铜缆连接;商业航天;阿里概念;芯片;储能;海洋经济;超导概念;量子科技;固态电池;DeepSeek;汽车电子;6G概念;可控核变;特高压;光通信|41
397|600535|天士力|15.13|-0.39|中药|22603462656|仿制药;工业大麻;创新药;生物疫苗;冷链物流;肝炎概念|6
398|600536|中国软件|37.78|1.86|软件服务|31873320960|数据中心;操作系统;乡村振兴;低空经济;商业航天;阿里概念;电子身份;智慧城市;智慧政务;DeepSeek;财税数字;人工智能;信创;国产软件;云计算;信息安全;智能机器|17
399|600546|山煤国际|14.06|2.4|煤炭开采|27873333248|临界发电;HJT电池;航运概念;光伏|4
400|600547|山东黄金|34.38|-2.88|贵金属|124264570880|黄金概念;含H股;稀缺资源|3
401|600549|厦门钨业|57.78|-2.84|稀有金属|89786187776|镍金属;新材料;电池回收;商业航天;海峡西岸;稀缺资源;国防军工;锂电池;稀土永磁;光伏;智能机器;钴金属;固态电池;无人机;可控核变|15
402|600550|保变电气|14.95|-1.32|电网设备|27530850304|雄安新区;临界发电;可控核变;特高压;乡村振兴;储能;虚拟电厂;智能电网;核电核能|9
403|600562|国睿科技|27.46|-0.18|军工电子|34101413888|高铁;5G概念;国防军工;卫星导航;PPP概念;无人机;军民融合;可控核变;信创;军贸概念;国产软件;低空经济;工业软件;无人驾驶;大飞机;军工信息;毫米雷达|17
404|600563|法拉电子|118.02|2.45|元器件|26554499072|数据中心;超级电容;高压快充;特高压;人形机器;海峡西岸;高铁;国防军工;光伏;新能源车;储能|11
405|600566|济川药业|27.69|0.62|中药|25434712064|幽门菌;创新药;旅游概念;维生素;创投概念;婴童概念|6
406|600570|恒生电子|26.79|2.49|软件服务|50730831872|AIGC概念;数据要素;华为算力;通达信88;碳中和;云计算;互联金融;AI智能体;跨境支付;阿里概念;智能医疗;华为鸿蒙;智慧政务;多模态AI;DeepSeek;ChatGPT;人工智能;数字货币;信创;国产软件;区块链|21
407|600577|精达股份|13.03|4.49|电网设备|28028778496|新能源车;工业互联;跨境支付;铜缆连接;智能电网;含可转债;国防军工;特斯拉;智能机器;数据中心;高压快充;超导概念;可控核变;人形机器|14
408|600578|京能电力|4.88|-1.01|电力|32669751296|雄安新区;临界发电;风电;氢能源;储能;绿色电力|6
409|600580|XD卧龙电|37.85|1.5|电机制造|58956386304|小米概念;氢能源;BIPV概念;低空经济;新能源车;工业互联;飞行汽车;阿里概念;储能;高铁;国防军工;核电核能;节能环保;安防服务;风电;一带一路;特斯拉;智能机器;数据中心;外骨骼;智能家居;DeepSeek;无人机;人形机器|24
410|600582|天地科技|5.69|-0.87|专用设备|23548569600|节能环保;智能机器;人工智能;中俄贸易|4
411|600583|海油工程|6.77|-1.17|油服工程|29932570624|数据中心;绿色电力;数字孪生;光伏;可燃冰;高端装备;风电;一带一路;智能机器;氢能源;天然气;海洋经济;DeepSeek|13
412|600584|长电科技|45.56|2.71|半导体|81525727232|汽车芯片;汽车电子;人工智能;存储芯片;物联网;光伏;苹果概念;智能穿戴;智能机器;绿色电力;三代半导;新材料;毫米雷达;CPO概念;先进封装;芯片;华为海思;无人驾驶|18
413|600585|海螺水泥|21.13|-0.61|水泥|84513710080|装配建筑;储能;含H股;光伏;一带一路;中特估;雅江水电|7
414|600588|用友网络|11.68|-1.6|云服务|39910531072|华为鸿蒙;智慧政务;DeepSeek;ChatGPT;财税数字;人工智能;信创;国产软件;区块链;大数据;云计算;智能交通;互联金融;信息安全;智能机器;AI智能体;工业互联;阿里概念;工业软件;智能医疗;AIGC概念|21
415|600595|中孚实业|7.73|-2.77|工业金属|30981105664|超导概念;绿色电力;风电|3
416|600598|北大荒|16.75|0.9|种植业|29776138240|土地流转;区块链;乡村振兴;人造肉;化肥概念;粮食概念|6
417|600600|青岛啤酒|63.41|0.32|酿酒|44965675008|含H股;新零售|2
418|600601|方正科技|11.67|-1.19|元器件|48667324416|5G概念;云计算;网络游戏;东数西算;CPO概念;PCB概念;智慧城市;国产软件|8
419|600602|云赛智联|21.77|-0.37|云服务|23387576320|PPP概念;智慧政务;算力租赁;DeepSeek;腾讯概念;国资云;信创;国产软件;区块链;数据中心;东数西算;液冷服务;数字孪生;数据要素;含B股;物联网;国防军工;云计算;食品安全;安防服务;AI智能体;智能医疗;智慧城市|23
420|600606|绿地控股|1.57|6.8|房地产开发|22065123328|雄安新区;PPP概念;旅游概念;新型城镇;互联金融;养老概念;元宇宙;免税概念;物业管理;智慧城市|10
421|600623|华谊集团|10.88|0.18|化学原料|20411256832|工业气体;芯片;DeepSeek;氟概念;新材料;含B股;锂电池;创投概念|8
422|600637|东方明珠|9.98|-1.38|广播电视|33551757312|旅游概念;短剧游戏;人工智能;腾讯概念;虚拟现实;5G概念;创投概念;网络游戏;上海自贸;AI智能体;超清视频;百度概念;智慧城市|13
423|600641|先导基电|27.62|2.07|半导体|25703999488|创投概念;光伏;OLED概念;存储芯片;芯片;三代半导;TOPCon|7
424|600642|申能股份|9.06|-0.44|电力|44337950720|绿色电力;核电核能;光伏;风电;氢能源;储能;天然气;虚拟电厂|8
425|600660|福耀玻璃|58.87|-0.89|汽车零部件|117915803648|小米汽车;海峡西岸;通达信88;含H股;光伏;特斯拉|6
426|600663|陆家嘴|8.23|3.39|房地产开发|25971275776|物业管理;含B股;创投概念;上海自贸;养老概念|5
427|600667|太极实业|9.59|-0.42|半导体|20057888768|数据中心;BIPV概念;先进封装;芯片;OLED概念;存储芯片|6
428|600673|东阳光|35.4|6.82|综合类|106255147008|芯片;储能;氟概念;数据中心;东数西算;液冷服务;超级电容;新材料;PVDF概念;算力租赁;仿制药;人形机器;锂电池|13
429|600674|川投能源|15.31|-0.33|电力|74630234112|绿色电力;光通信|2
430|600685|中船防务|32.15|-0.65|航海装备|26409144320|含H股;国防军工;高端装备;风电;工业互联;商业航天;海洋经济;粤港澳;中特估;军贸概念;数据中心|11
431|600688|上海石化|3.11|6.87|石油化工|22792609792|燃料电池;氢能源;工业气体;航运概念;含H股;碳纤维|6
432|600690|海尔智家|21.53|-0.51|白色家电|134627704832|智能家居;DeepSeek;工业互联;阿里概念;含H股;物联网;节能环保;智能机器;热泵概念|9
433|600699|均胜电子|28.52|0.18|汽车零部件|38646128640|碳中和;含H股;5G概念;创投概念;智能交通;充电桩;聚氨酯;特斯拉;智能机器;AI智能体;新能源车;阿里概念;芯片;储能;热管理;无人驾驶;高压快充;华为鸿蒙;英伟达;车联网;DeepSeek;汽车电子;华为汽车;小米汽车;人形机器|25
434|600703|三安光电|13.67|-1.94|光学光电|68199886848|5G概念;卫星导航;光伏;充电桩;消费电子;汽车芯片;光通信;华为汽车;AI眼镜;小米概念;CPO概念;新能源车;MicroLED;先进封装;商业航天;芯片;无人驾驶;数据中心;MiniLED;三代半导|20
435|600704|物产中大|5.12|0|物流|26476441600|跨境电商;医美概念;DeepSeek;小米汽车;一带一路;养老概念;智能机器;人脑工程;汽车拆解;储能;辅助生殖|11
436|600707|彩虹股份|8.09|-8.07|光学光电|29024249856|折叠屏;新材料;OLED概念|3
437|600711|盛屯矿业|13.76|-1.22|能源金属|42526814208|海峡西岸;黄金概念;锂电池;储能;镍金属;钴金属|6
438|600726|华电能源|6.59|-7.18|电力|49262465024|临界发电;绿色电力;含B股|3
439|600732|爱旭股份|15.38|4.48|光伏设备|32289703936|BIPV概念;TOPCon;BC电池;光伏;风电;石墨烯;上海自贸|7
440|600733|北汽蓝谷|7.11|-0.56|乘用车|34780073984|充电桩;换电概念;新能源车;电池回收;百度概念;储能;无人驾驶;固态电池;汽车芯片;车联网;DeepSeek;华为汽车;小米汽车;燃料电池;一体压铸|15
441|600737|中粮糖业|15.05|1.55|食品加工|32189667328|乡村振兴|1
442|600741|华域汽车|18.66|-2.61|汽车零部件|58829828096|小米概念;氢能源;新能源车;机器视觉;储能;热管理;无人驾驶;特斯拉;大飞机;毫米雷达;固态电池;汽车电子;小米汽车;燃料电池|14
443|600754|锦江酒店|25.56|-3.51|酒店餐饮|23158484992|旅游概念;人工智能;含B股;上海自贸|4
444|600760|中航沈飞|46.97|-0.45|航空装备|132904075264|通达信88;国防军工;高端装备;无人机;军民融合;中特估;军贸概念;商业航天;大飞机|9
445|600765|中航重机|15.95|1.98|航空装备|24762281984|无人机;军民融合;低空经济;飞行汽车;商业航天;热管理;高铁;国防军工;核电核能;高端装备;3D打印;大飞机|12
446|600773|西藏城投|27.2|-3.2|房地产开发|25883164672|锂电池;石墨烯;盐湖提锂;锂矿;雅江水电|5
447|600795|国电电力|4.74|-2.47|电力|84540825600|雄安新区;临界发电;绿色电力;风电;储能|5
448|600801|华新建材|21.51|-4.53|水泥|28859916288|雅江水电;含H股;一带一路|3
449|600803|新奥股份|20.26|-5.28|燃气|62233182208|氢能源;天然气;雄安新区;DeepSeek;燃料电池|5
450|600808|马钢股份|3.87|-0.77|普钢|23095195648|工业气体;新能源车;数据中心;含H股;高铁|5
451|600809|山西汾酒|143.35|0.15|酿酒|174881865728|通达信88;白酒概念|2
452|600839|四川长虹|8.74|0.81|黑色家电|40334737408|小米概念;钒电池;低空经济;AI智能体;工业互联;超清视频;跨境支付;芯片;百度概念;储能;热管理;华为海思;智慧城市;智能家居;消费电子;算力租赁;多模态AI;DeepSeek;无人机;军民融合;NFT概念;ChatGPT;财税数字;OLED概念;人工智能;信创;虚拟现实;区块链;数据中心;大飞机;军工信息;跨境电商;边缘计算;血氧仪;毫米雷达;华为算力;物联网;国防军工;锂电池;卫星导航;苹果概念;养老概念;智能机器|43
453|600845|宝信软件|22.68|-0.7|软件服务|48400351232|含B股;物联网;云计算;智能机器;算力租赁;车联网;DeepSeek;新型工业;人形机器;国产软件;大数据;数据中心;东数西算;液冷服务;边缘计算;AI智能体;工业互联;工业软件|18
454|600848|上海临港|8.98|-0.66|房地产开发|21497331712|含B股;创投概念;上海自贸;氢能源|4
455|600862|中航高科|20|0.1|航空装备|27860981760|国防军工;创投概念;高端装备;碳纤维;无人机;人形机器;大飞机;工业母机;低空经济;飞行汽车;商业航天|11
456|600863|华能蒙电|4.64|-1.07|电力|30284756992|临界发电;光伏;风电;绿色电力|4
457|600869|远东股份|16.99|-2.36|电网设备|37706805248|超导概念;固态电池;DeepSeek;无人机;军民融合;可控核变;人工智能;特高压;光通信;人形机器;数据中心;东数西算;液冷服务;复合铜箔;雅江水电;低空经济;新能源车;钠电池;铜缆连接;商业航天;阿里概念;芯片;储能;智慧城市;智能电网;国防军工;锂电池;核电核能;光伏;云计算;节能环保;高端装备;风电;充电桩;石墨烯;一带一路;特斯拉;智能机器|38
458|600871|石化油服|2.72|0.74|油服工程|36847874048|碳中和;含H股;可燃冰;页岩气;地热能;一带一路;雄安新区;氢能源;天然气|9
459|600873|梅花生物|9.92|-1|调味品|27818078208|合成生物;维生素;代糖概念;生物疫苗|4
460|600875|东方电气|39.01|-2.38|其他发电设备|88293933056|雅江水电;乡村振兴;氢能源;钒电池;新能源车;工业互联;储能;含H股;核电核能;光伏;高端装备;风电;一带一路;临界发电;光热发电;DeepSeek;ChatGPT;可控核变;人工智能;燃料电池|20
461|600879|航天电子|23.97|3.9|航天装备|79084199936|军工信息;量子科技;无人机;军民融合;特高压;物联网;国防军工;卫星导航;高端装备;低空经济;商业航天;芯片|12
462|600884|杉杉股份|16.65|-1.48|电池|30554574848|氟概念;MiniLED;镍金属;超级电容;新材料;新能源车;钠电池;电池回收;储能;消费电子;固态电池;OLED概念;含GDR;含GDR;虚拟现实;稀缺资源;锂电池;创投概念;光伏;苹果概念;石墨烯;特斯拉|22
463|600885|宏发股份|31.14|7.38|电网设备|48192086016|智能电网;物联网;光伏;风电;充电桩;特斯拉;智能机器;低空经济;新能源车;飞行汽车;商业航天;储能;数据中心;绿色电力;新材料;汽车电子|16
464|600886|国投电力|13.63|0.15|电力|101600468992|含GDR;含GDR;中特估;储能;绿色电力|5
465|600887|伊利股份|27.46|3.35|饮料乳品|172831309824|新零售;婴童概念;宠物经济|3
466|600893|航发动力|46.25|1.74|航空装备|123262009344|无人机;军贸概念;数据中心;大飞机;低空经济;国防军工;高端装备|7
467|600895|张江高科|36.62|4.42|房地产开发|56713011200|乡村振兴;新能源车;芯片;物业管理;通达信88;创投概念;上海自贸;租购同权;光刻机;新型城镇|10
468|600900|长江电力|27.32|2.05|电力|668471721984|通达信88;核电核能;水利建设;创投概念;含GDR;含GDR;中特估;储能;绿色电力|9
469|600901|江苏金租|6.9|-0.58|多元金融|39954124800|通达信88|1
470|600905|三峡能源|4.09|-0.24|电力|116923490304|氢能源;钒电池;钠电池;储能;绿色电力;光热发电;中特估;碳中和;光伏;风电|10
471|600909|华安证券|5.56|0.36|证券|27934603264||0
472|600918|中泰证券|6.02|0.33|证券|23633600512||0
473|600919|江苏银行|11.3|-0.88|地方性银行|207369977856||0
474|600926|杭州银行|17.4|0|地方性银行|126132641792||0
475|600927|永安期货|14.82|0.88|多元金融|21571334144|互联金融|1
476|600938|中国海油|39.99|0.1|油气开采|119570112512|中特估;天然气;绿色电力;含H股;光伏;页岩气;风电;一带一路|8
477|600941|中国移动|96.63|0.08|电信服务|87234453504|数据中心;东数西算;数据要素;元宇宙;低空经济;AI智能体;工业互联;超清视频;含H股;物联网;5G概念;卫星导航;云计算;智能机器;量子科技;DeepSeek;ChatGPT;6G概念;人工智能;国资云;中特估;大数据|22
478|600967|内蒙一机|14.1|0.07|地面兵装|23995305984|高铁;物联网;国防军工;核电核能;高端装备;风电;智能机器;无人机;人工智能;人形机器;军贸概念;国产软件;中俄贸易;新材料;数字孪生;氢能源;新能源车;工业互联;减速器;储能;无人驾驶|21
479|600968|海油发展|4.43|0.23|油服工程|45031411712|氢能源;储能;天然气;通达信88;碳中和;锂电池;卫星导航;风电;智能机器;航运概念;绿色电力|11
480|600970|中材国际|9.33|-1.79|专业工程|24461512704|节能环保;风电;一带一路;中俄贸易;雅江水电;DeepSeek;中特估|7
481|600977|中国电影|13.78|1.7|影视院线|25727260672|短剧游戏;IP经济;人工智能;腾讯概念;中特估;AIGC概念|6
482|600985|淮北矿业|14.81|-0.2|煤炭开采|39887163392|光伏;绿色电力;临界发电|3
483|600988|赤峰黄金|38|-2.26|贵金属|63228633088|黄金概念;含H股;稀缺资源;稀土永磁|4
484|600989|宝丰能源|30.7|-1.38|化学原料|225134166016|通达信88;碳中和;POE胶膜;DeepSeek;口罩防护;氢能源|6
485|600995|南网储能|14.38|-1.37|电力|45958565888|钠电池;储能;虚拟电厂;水利建设;绿色电力;DeepSeek|6
486|600998|九州通|5.17|-0.39|医药商业|26069571584|绿色电力;冷链物流;创投概念;光伏;智能机器;医美概念;DeepSeek;人工智能;腾讯概念;基因概念;人脑工程;创新药;AI智能体;AI医疗;智能医疗|15
487|600999|招商证券|15.72|0.32|证券|116673921024|通达信88;含H股|2
488|601000|唐山港|4.65|-1.69|航运港口|27555569664|航运概念;雄安新区|2
489|601001|晋控煤业|19.33|0.05|煤炭开采|32352620544|稀缺资源|1
490|601006|大秦铁路|5.27|-2.41|公路铁路|106175627264|高铁;中特估|2
491|601009|南京银行|11.75|0.17|地方性银行|145271914496||0
